Short nam,,2G CGI,SDCCH Blocking Rate [BBH],SDCCH Drop Call Rate [BBH],TCH Blocking Rate [BBH],TCH Drop Call Rate [BBH],Handover Success Rate [BBH],RX Quality [BBH],Total Voice Traffic,Handover Success Rate_Denom [BBH],Drop Call Rate_Nom [BBH],Drop Call Rate_Denom [BBH],Number of TRX [BBH],ICM%[BBH],Cell Downtime [sec] [BBH],TCH Utilization [BBH],Handover Success Rate_Nom [BBH]
SHNT78B,28-Feb-23,404-96-3080-33782,0,0,0,3.99,93.75,96.66,16.21,48,0,24,2,0,0,34.95,45
,01-Mar-23,404-96-3080-33782,0,1.59,0,3.23,85.71,97.14,17.4,28,0,38,2,0,0,30.76,24
,02-Mar-23,404-96-3080-33782,0,0,0,2.08,96.15,96.87,18.82,52,2,22,2,0,0,27.77,50
,03-Mar-23,404-96-3080-33782,0,0,0,3.03,92.68,95.58,10.62,41,0,32,2,0.11,0,27.07,38
,04-Mar-23,404-96-3080-33782,0,0,0,3.03,92.96,95.54,13.44,71,0,42,2,0,0,27.27,66
SHNT78C,28-Feb-23,404-96-3080-33783,0,1.59,0,0.67,100,95.79,14.62,40,0,22,2,0,0,37.23,40
,01-Mar-23,404-96-3080-33783,0,0,0,0,100,96.46,15.42,15,0,33,2,0,0,32.77,15
,02-Mar-23,404-96-3080-33783,0,0,0,0,89.19,94.53,12.91,37,0,70,2,0.06,0,29.33,33
,03-Mar-23,404-96-3080-33783,0,0,0,0,94.74,93.94,13.22,19,0,51,2,0,0,36.81,18
,04-Mar-23,404-96-3080-33783,0,0,0,0,98.7,92.73,19.11,77,1,64,2,0.3,0,42.3,76
SKRN82A,28-Feb-23,404-96-2300-47821,0,3.33,0,0,77.78,96.76,20.04,18,0,30,2,0,0,33.92,14
,01-Mar-23,404-96-2300-47821,0,0,0,0,96.43,96.75,29.21,28,1,61,2,0,0,45.82,27
,02-Mar-23,404-96-2300-47821,0,1,0,0.55,96.77,97.01,18.68,31,0,57,2,0,0,25.01,30
,03-Mar-23,404-96-2300-47821,0,0,0,0.55,93.94,97.41,16.13,33,0,32,2,0,0,28.53,31
,04-Mar-23,404-96-2300-47821,0,0,0,0.55,100,97.48,20.02,60,0,51,2,0,0,30.92,60
SKRN82B,28-Feb-23,404-96-2300-47822,0,4.17,0,3.12,77.78,93.87,19.15,9,3,48,2,0,0,30.16,7
,01-Mar-23,404-96-2300-47822,0,0.97,0,4.69,87.5,93.58,16.3,24,2,50,2,0,0,33.11,21
,02-Mar-23,404-96-2300-47822,0,0,0,4.46,100,94.19,14.11,13,0,37,2,0,0,29.01,13
,03-Mar-23,404-96-2300-47822,0,0,0,3.42,90.91,94.25,14.08,11,0,29,2,0,0,27.32,10
,04-Mar-23,404-96-2300-47822,0,1.61,0,1.33,100,95.09,10.22,20,1,25,2,0,0,29.29,20
SKRN82C,28-Feb-23,404-96-2300-47823,0,0.41,0,0,100,98.25,25.64,20,1,91,2,0,0,47.69,20
,01-Mar-23,404-96-2300-47823,0,0.37,0,0.55,92.86,97.71,33.63,14,6,104,2,0,0,65.82,13
,02-Mar-23,404-96-2300-47823,0,0,0,2.29,97.87,96.38,31.41,47,0,77,2,0,0,50.08,46
,03-Mar-23,404-96-2300-47823,0,0,0,2.29,98.44,96.06,27.76,64,0,85,2,0,0,55.7,63
,04-Mar-23,404-96-2300-47823,0,0,0,1.92,84.62,95.9,33.33,65,0,113,2,0,0,50,55
SKTH50A,28-Feb-23,404-96-2470-59501,0,0,0,1.26,75,95.67,14.32,12,0,25,2,0,0,25.93,9
,01-Mar-23,404-96-2470-59501,0,0,0,1.26,50,95.56,16.27,12,0,57,2,0,0,29.82,6
,02-Mar-23,404-96-2470-59501,0,0,0,1.26,100,94.71,14.28,10,0,15,2,0,0,23.38,10
,03-Mar-23,404-96-2470-59501,0,0,0,0,57.14,96.73,15,7,0,26,2,0,0,28.07,4
,04-Mar-23,404-96-2470-59501,0,0,0,0,87.5,96.63,15.66,8,0,65,2,0,0,26.85,7
SKTH50B,28-Feb-23,404-96-2470-59502,0,0,0,0.52,92.63,94.22,47.86,95,0,138,2,0,0,66.84,88
,01-Mar-23,404-96-2470-59502,0,0,0,0.52,95,94.8,47.11,80,0,100,2,0,0,82.16,76
,02-Mar-23,404-96-2470-59502,0,0,0,0.52,92.07,95.55,50.97,164,0,85,2,0.09,0,92.2,151
,03-Mar-23,404-96-2470-59502,0,0,0,0,95.03,95.36,55.48,161,0,178,2,0,0,97.39,153
,04-Mar-23,404-96-2470-59502,0,0.38,0,0,98.87,95.15,60.38,177,0,128,2,0,0,112.01,175
SKTH50C,28-Feb-23,404-96-2470-59503,0,0.13,0,0.31,89.83,92.42,124.25,59,5,308,2,0,0,217.94,53
,01-Mar-23,404-96-2470-59503,0,0.17,0.39,0.69,76.92,92.88,147.96,39,2,251,2,0,0,228.19,30
,02-Mar-23,404-96-2470-59503,0,0.4,0,0.96,86.27,92.88,124.08,102,4,304,2,0,0,226.07,88
,03-Mar-23,404-96-2470-59503,0,0.15,0.3,1.25,78.87,93.01,141.88,71,0,327,2,0,0,310.61,56
,04-Mar-23,404-96-2470-59503,0,0.12,0,0.7,88.24,93.38,128.65,119,0,309,2,0,0,207.68,105
TDKL95A,28-Feb-23,404-96-2400-50951,0,3.33,0,2.33,91.34,90.77,96.48,127,3,151,2,0,0,153.07,116
,01-Mar-23,404-96-2400-50951,0,2.18,0,2.16,89.1,92.42,84.05,156,9,240,2,0,0,165.6,139
,02-Mar-23,404-96-2400-50951,0,0,0,2.69,81.82,92.22,70.43,88,5,231,2,0.33,0,165.38,72
,03-Mar-23,404-96-2400-50951,0,0,0,2.63,89.39,92.45,70.42,66,2,154,2,0,0,145.43,59
,04-Mar-23,404-96-2400-50951,0,0,0.44,2.4,87.34,92.77,65.17,79,5,221,2,0,0,135.7,69
TDKL95B,28-Feb-23,404-96-2400-50952,0,0.27,69.19,1.34,86.79,94.99,239.96,53,7,407,2,0,0,284.29,46
,01-Mar-23,404-96-2400-50952,0,0.27,70.44,1.53,100,95.58,270.66,100,3,458,2,0,0,284.38,100
,02-Mar-23,404-96-2400-50952,0,0.06,73.09,1.24,97.67,95.61,271.8,43,0,359,2,0,0,284.3,42
,03-Mar-23,404-96-2400-50952,0,0,81.82,0.79,93.33,96.48,269.55,45,0,306,2,0,0,285.53,42
,04-Mar-23,404-96-2400-50952,0,0.07,83.6,0.22,95.35,96.98,257.12,43,0,173,2,0,0,287.33,41
TDKL95C,28-Feb-23,404-96-2400-50953,0,0.92,18.26,3.66,96.76,94.5,157.38,185,8,357,2,0,0,235.95,179
,01-Mar-23,404-96-2400-50953,0,0.73,28.08,2.95,97.98,95.36,152.71,198,9,250,2,0,0,236.06,194
,02-Mar-23,404-96-2400-50953,0,0,20.57,3.17,91.62,95.61,140.64,167,0,244,2,0,0,248.93,153
,03-Mar-23,404-96-2400-50953,0,0,17.36,1.95,98.98,96.27,137.59,197,2,332,2,0,0,234.95,195
,04-Mar-23,404-96-2400-50953,0,0,8.62,1.4,100,96.56,143.81,182,0,292,2,0,0,226.49,182
TIHR82A,28-Feb-23,404-96-2780-53821,0,0,0,0.27,96.97,98.46,47.15,33,0,84,2,0,0,53.4,32
,01-Mar-23,404-96-2780-53821,0,0,0,0.27,94.92,98.16,56.35,59,0,118,2,0,0,66.68,56
,02-Mar-23,404-96-2780-53821,0,0,0,0.27,97.62,98.08,57.57,42,0,91,2,0,0,72.25,41
,03-Mar-23,404-96-2780-53821,0,0,0,0,100,98.53,56.92,31,1,72,2,0,0,76.17,31
,04-Mar-23,404-96-2780-53821,0,0,0,0.46,94.74,98.22,47.21,57,1,91,2,0,0,70.28,54
TIHR82B,28-Feb-23,404-96-2780-53822,0,0,0,0.31,90.28,96.33,38.24,72,0,127,2,0,0,64.97,65
,01-Mar-23,404-96-2780-53822,0,0,0,0.31,100,96,34.97,57,0,73,2,0,0,52.9,57
,02-Mar-23,404-96-2780-53822,0,0,0,0,89.04,96.54,35.55,73,0,117,2,0,0,57.88,65
,03-Mar-23,404-96-2780-53822,0,0,0,0,98.63,96.29,38.27,73,0,76,2,0,0,62.34,72
,04-Mar-23,404-96-2780-53822,0,0,0,0,90.43,96.56,47.96,115,0,110,2,0,0,88.33,104
TIHR82C,28-Feb-23,404-96-2780-53823,0,0,0,0,97.1,95.33,17.28,69,0,58,2,0,0,29.16,67
,01-Mar-23,404-96-2780-53823,0,0,0,0,94.92,94.93,22.34,59,1,56,2,0,0,37.1,56
,02-Mar-23,404-96-2780-53823,0,0,0,0.6,91.23,95.22,18.91,57,0,43,2,0,0,45.64,52
,03-Mar-23,404-96-2780-53823,0,0,0,0.6,95.08,95.35,30.82,61,0,44,2,0,0,50.86,58
,04-Mar-23,404-96-2780-53823,0,0.84,0,0.6,95.95,95.81,22.38,74,0,39,2,0,0,27.49,71
WHRN14A,28-Feb-23,404-96-2470-40141,0,0.88,0,4.99,95.52,93.88,35.18,67,4,55,2,0,0,52.5,64
,01-Mar-23,404-96-2470-40141,0,0,0,5.24,98.1,94.66,36.79,105,2,67,2,0,0,60.57,103
,02-Mar-23,404-96-2470-40141,0,0,0,3.91,98.28,95.04,29.18,58,0,58,2,0,0,40.77,57
,03-Mar-23,404-96-2470-40141,0,0,0,3.42,100,94.23,33.18,54,0,75,2,0,0,48.59,54
,04-Mar-23,404-96-2470-40141,0,0,0,1,94.74,94.3,35.85,38,0,71,2,0,0,61.79,36
WHRN14B,28-Feb-23,404-96-2470-40142,0,1.17,0,0.91,90.74,97.03,36.6,162,1,132,2,0,0,57.33,147
,01-Mar-23,404-96-2470-40142,0,0,0,0.58,96.3,96.36,30.78,108,0,74,2,0,0,56.4,104
,02-Mar-23,404-96-2470-40142,0,0,0,0.58,94.12,96.64,29.61,68,0,89,2,0,0,52.54,64
,03-Mar-23,404-96-2470-40142,0,0,0,0.25,90.91,96.68,31,66,0,63,2,0,0,55.79,60
,04-Mar-23,404-96-2470-40142,0,0,0,0,91.95,97.4,29.62,87,0,106,2,0,0,60.32,80
WHRN14C,28-Feb-23,404-96-2470-40143,0,1.89,0,0.45,90,96.15,32.63,10,3,57,2,0,0,51.52,9
,01-Mar-23,404-96-2470-40143,0,1.63,0,2.2,66.67,96.3,31.83,6,1,60,2,0,0,47.53,4
,02-Mar-23,404-96-2470-40143,0,0,0,2.76,,95.21,29.83,0,0,56,2,0,0,36.13,0
,03-Mar-23,404-96-2470-40143,0,0,0,2.31,100,96.44,29.89,6,0,87,2,0,0,41.51,6
,04-Mar-23,404-96-2470-40143,0,0,0,0.56,100,96.56,23.93,4,0,89,2,0,0,44.08,4
